PROVINCIA,DIA,HORA,FERIADO,CAUSA PROBABLE,CLASE FINAL,ZONA,TIPO DE VEHÍCULO 1,SERVICIO 1,EDAD 1,SEXO 1,CONDICIÓN 1,PARTICIPANTE 1
MANABI,LUNES,04:10:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
EL ORO,LUNES,06:40:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,COLISION,RURAL,CAMION,PARTICULAR,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,LUNES,08:36:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,16:26:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,16:45:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,33,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,17:45:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,22:15:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,RURAL,CAMION,COMERCIAL,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,LUNES,14:35:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,LUNES,14:50:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,23,HOMBRE,ILESO,CONDUCTOR
AZUAY,LUNES,20:15:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,COLISION,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,LUNES,23:20:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,URBANA,AUTOMOVIL,COMERCIAL,72,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,00:40:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1,MUJER,LESIONADO,CONDUCTOR
GUAYAS,LUNES,02:40:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,08:00:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,09:20:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,42,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,10:30:00,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENALIZACION EXISTENTE (SEMAFOROS O SENALES MANUALES).,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,13:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,CAMION,PARTICULAR,40,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,12:55:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,ESTADO,25,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,11:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,24,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,16:50:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,15:30:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,BUS,PUBLICO,42,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,21:20:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,LUNES,07:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,49,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,LUNES,20:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,49,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,LUNES,20:14:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,57,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,15:50:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,43,MUJER,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,20:15:00,NO,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,8,MUJER,LESIONADO,PASAJERO
LOJA,LUNES,07:24:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,28,HOMBRE,LESIONADO,PASAJERO
LOJA,LUNES,16:33:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,COMERCIAL,21,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,LUNES,09:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,39,MUJER,LESIONADO,CONDUCTOR
PICHINCHA,LUNES,14:43:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,RURAL,CAMION,CUENTA PROPIA,54,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,LUNES,11:58:00,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,48,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,LUNES,09:15:00,NO,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,63,MUJER,LESIONADO,PASAJERO
PICHINCHA,LUNES,06:15:00,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENALIZACION EXISTENTE (SEMAFOROS O SENALES MANUALES).,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,8,MUJER,LESIONADO,PEATON
PICHINCHA,LUNES,07:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,34,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,LUNES,15:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ROZAMIENTOS,URBANA,BICICLETA,PARTICULAR,56,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,LUNES,07:30:00,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,36,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,LUNES,09:10:00,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,38,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,LUNES,18:50:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",COLISION,URBANA,AUTOMOVIL,PARTICULAR,41,HOMBRE,ILESO,CONDUCTOR
AZUAY,LUNES,12:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,57,HOMBRE,LESIONADO,CONDUCTOR
ESMERALDAS,LUNES,03:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,BUS,PUBLICO,-1,HOMBRE,LESIONADO,PASAJERO
TUNGURAHUA,LUNES,06:45:00,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,10,MUJER,LESIONADO,PASAJERO
SANTA ELENA,MARTES,00:05:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,08:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,05:45:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,CAMION,COMERCIAL,52,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MARTES,06:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,MARTES,20:00:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,CAMIONETA,COMERCIAL,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,MARTES,21:00:00,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,RURAL,CAMION,COMERCIAL,31,HOMBRE,ILESO,CONDUCTOR
AZUAY,MARTES,13:10:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,44,HOMBRE,LESIONADO,CONDUCTOR
SANTA ELENA,MARTES,19:10:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,26,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,05:10:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,06:35:00,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1,MUJER,ILESO,CONDUCTOR
GUAYAS,MARTES,08:00:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,-1,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,11:32:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,77,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,18:30:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,47,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,18:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,27,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,20:00:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,BUS,PUBLICO,45,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,18:00:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,22:10:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,22:30:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,31,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MARTES,23:15:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,CAMION,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,MARTES,23:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,CAMION,COMERCIAL,50,HOMBRE,FALLECIDO,CONDUCTOR
PICHINCHA,MARTES,06:00:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",VOLCAMIENTOS,RURAL,CAMION,COMERCIAL,38,HOMBRE,LESIONADO,CONDUCTOR
BOLIVAR,MARTES,14:55:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1,HOMBRE,LESIONADO,PEATON
BOLIVAR,MARTES,23:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,MARTES,07:45:00,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,29,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MARTES,14:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,BUS,PUBLICO,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MARTES,09:23:00,NO,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",VOLCAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,20,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,MARTES,19:50:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,35,HOMBRE,LESIONADO,CONDUCTOR
IMBABURA,MARTES,15:00:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,27,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MARTES,06:39:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,53,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MARTES,15:30:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,36,HOMBRE,LESIONADO,PEATON
PICHINCHA,MARTES,16:15:00,NO,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,30,MUJER,ILESO,CONDUCTOR
PICHINCHA,MARTES,15:22:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,FURGONETA,PARTICULAR,24,HOMBRE,ILESO,CONDUCTOR
AZUAY,MARTES,11:42:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,BICICLETA,PARTICULAR,64,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MARTES,22:10:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,18,HOMBRE,LESIONADO,CONDUCTOR
MANABI,MARTES,23:00:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,32,HOMBRE,ILESO,CONDUCTOR
EL ORO,MARTES,23:05:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,51,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,07:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,25,HOMBRE,LESIONADO,CONDUCTOR
MANABI,MIERCOLES,11:40:00,NO,BAJARSE O SUBIRSE DE VEHICULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDA.,CAIDA DE PASAJERO,RURAL,BUS,PUBLICO,42,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,14:05:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,65,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,12:35:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,15:50:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,38,HOMBRE,ILESO,CONDUCTOR
MANABI,MIERCOLES,16:10:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,32,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,16:30:00,NO,BAJARSE O SUBIRSE DE VEHICULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDA.,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,15:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,MIERCOLES,13:30:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,00:30:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
